patch,trait,play_count,avg_placement,top4_rate
8,TFT17_Stargazer_Wolf,6,4.666666666666667,0.3333333333333333
8,TFT17_SummonTrait,20,4.8,0.4
8,TFT17_TahmKenchUniqueTrait,23,4.434782608695652,0.5652173913043478
8,TFT17_Timebreaker,13,4.230769230769231,0.6923076923076923
8,TFT17_VexUniqueTrait,12,3.75,0.5833333333333334
8,TFT17_ZedUniqueTrait,4,4.25,0.5
9,TFT17_ADMIN,73,4.506849315068493,0.4794520547945205
9,TFT17_APTrait,111,4.378378378378378,0.5675675675675675
9,TFT17_ASTrait,141,4.26241134751773,0.5602836879432624
9,TFT17_AnimaSquad,3,2.6666666666666665,0.6666666666666666
9,TFT17_AssassinTrait,224,4.348214285714286,0.5178571428571429
9,TFT17_Astronaut,141,4.76595744680851,0.4397163120567376
9,TFT17_BlitzcrankUniqueTrait,117,3.7606837606837606,0.6495726495726496
9,TFT17_DRX,271,4.265682656826568,0.5498154981549815
9,TFT17_DarkStar,231,4.359307359307359,0.5194805194805194
9,TFT17_Fateweaver,179,4.4916201117318435,0.5027932960893855
9,TFT17_FioraUniqueTrait,138,3.9565217391304346,0.5869565217391305
9,TFT17_FlexTrait,183,4.584699453551913,0.453551912568306
9,TFT17_GravesTrait,46,4.217391304347826,0.5434782608695652
9,TFT17_HPTank,283,4.568904593639576,0.5053003533568905
9,TFT17_JhinUniqueTrait,97,3.711340206185567,0.6494845360824743
9,TFT17_ManaTrait,98,4.081632653061225,0.5510204081632653
9,TFT17_Mecha,15,5.533333333333333,0.26666666666666666
9,TFT17_MeleeTrait,220,4.304545454545455,0.5409090909090909
9,TFT17_MissFortuneUniqueTrait,2,4.5,0.5
9,TFT17_MorganaUniqueTrait,98,3.183673469387755,0.7040816326530612
9,TFT17_Primordian,64,4.25,0.609375
9,TFT17_PsyOps,110,4.390909090909091,0.5272727272727272
9,TFT17_RangedTrait,52,4.826923076923077,0.4423076923076923
9,TFT17_ResistTank,286,4.451048951048951,0.5104895104895105
9,TFT17_RhaastUniqueTrait,207,3.652173913043478,0.6859903381642513
9,TFT17_ShenUniqueTrait,131,3.900763358778626,0.6106870229007634
9,TFT17_ShieldTank,235,4.459574468085107,0.5063829787234042
9,TFT17_SonaUniqueTrait,49,3.9183673469387754,0.6122448979591837
9,TFT17_SpaceGroove,214,4.191588785046729,0.5747663551401869
9,TFT17_Stargazer_Huntress,9,5.777777777777778,0.4444444444444444
9,TFT17_Stargazer_Medallion,26,4.6923076923076925,0.5
9,TFT17_Stargazer_Mountain,10,4.1,0.6
9,TFT17_Stargazer_Serpent,22,4.2727272727272725,0.5909090909090909
9,TFT17_Stargazer_Shield,13,4.461538461538462,0.5384615384615384
9,TFT17_Stargazer_Wolf,25,4.48,0.52
9,TFT17_SummonTrait,116,4.379310344827586,0.5172413793103449
9,TFT17_TahmKenchUniqueTrait,169,4.396449704142012,0.5384615384615384
9,TFT17_Timebreaker,178,4.455056179775281,0.4943820224719101
9,TFT17_VexUniqueTrait,62,3.7903225806451615,0.5967741935483871
9,TFT17_ZedUniqueTrait,13,4.461538461538462,0.46153846153846156
10,TFT15_Bastion,69,4.043478260869565,0.5507246376811594
10,TFT15_BattleAcademia,17,4.647058823529412,0.4117647058823529
10,TFT15_Captain,27,3.5925925925925926,0.7037037037037037
10,TFT15_Destroyer,28,3.9285714285714284,0.6785714285714286
10,TFT15_DragonFist,40,3.675,0.65
10,TFT15_Duelist,29,4.172413793103448,0.5517241379310345
10,TFT15_Edgelord,49,3.795918367346939,0.6530612244897959
10,TFT15_ElTigre,46,3.6739130434782608,0.5869565217391305
10,TFT15_Empyrean,24,3.5416666666666665,0.5833333333333334
10,TFT15_GemForce,21,5.238095238095238,0.3333333333333333
10,TFT15_Heavyweight,36,4.777777777777778,0.4722222222222222
10,TFT15_Juggernaut,46,4.021739130434782,0.5869565217391305
10,TFT15_Luchador,28,3.642857142857143,0.6428571428571429
10,TFT15_MonsterTrainer,2,2.0,1.0
10,TFT15_OldMentor,74,4.243243243243243,0.5405405405405406
10,TFT15_Prodigy,32,4.34375,0.53125
10,TFT15_Protector,38,3.789473684210526,0.631578947368421
10,TFT15_Rosemother,28,4.321428571428571,0.5357142857142857
10,TFT15_SentaiRanger,27,4.333333333333333,0.6666666666666666
10,TFT15_Sniper,25,3.52,0.64
10,TFT15_SoulFighter,35,4.142857142857143,0.5142857142857142
10,TFT15_Spellslinger,53,4.509433962264151,0.5094339622641509
10,TFT15_StarGuardian,39,4.538461538461538,0.48717948717948717
10,TFT15_Strategist,32,3.28125,0.78125
10,TFT15_SupremeCells,8,5.5,0.125
10,TFT15_TheCrew,20,4.05,0.65
10,TFT17_ADMIN,1208,4.935430463576159,0.423841059602649
10,TFT17_APTrait,2276,4.507469244288225,0.5017574692442882
10,TFT17_ASTrait,2726,4.539618488628026,0.4970652971386647
10,TFT17_AnimaSquad,301,5.495016611295681,0.33554817275747506
10,TFT17_AssassinTrait,4213,4.5575599335390455,0.5003560408260147
10,TFT17_Astronaut,3943,4.571645954856708,0.4970834390058331
10,TFT17_BlitzcrankUniqueTrait,5821,3.981618278646281,0.5909637519326576
10,TFT17_DRX,6745,4.365159377316531,0.5206819866567828
10,TFT17_DarkStar,6585,4.378435839028094,0.5186028853454822
10,TFT17_Fateweaver,4344,4.533379373848987,0.5062154696132597
10,TFT17_FioraUniqueTrait,3941,4.097183455975641,0.5714285714285714
10,TFT17_FlexTrait,8286,4.391865797731112,0.5228095582910934
10,TFT17_GravesTrait,2414,4.293703396851698,0.5211267605633803
10,TFT17_HPTank,7457,4.420410352688749,0.5154888024674802
10,TFT17_JhinUniqueTrait,3773,3.7511264245958125,0.6374238006891068
10,TFT17_ManaTrait,4448,4.313848920863309,0.5321492805755396
10,TFT17_Mecha,533,4.654784240150094,0.4803001876172608
10,TFT17_MeleeTrait,4868,4.292728019720625,0.5343056696795399
10,TFT17_MissFortuneUniqueTrait,577,4.9688041594454075,0.4055459272097054
10,TFT17_MorganaUniqueTrait,1972,4.201825557809331,0.5512170385395537
10,TFT17_Primordian,410,4.534146341463415,0.4951219512195122
10,TFT17_PsyOps,2781,4.283351312477526,0.5400934915498022
10,TFT17_RangedTrait,2009,4.304629168740667,0.5201592832254853
10,TFT17_ResistTank,8853,4.419066982943635,0.5142889416017169
10,TFT17_RhaastUniqueTrait,7277,3.8565342861069123,0.6230589528651918
10,TFT17_ShenUniqueTrait,3959,3.890881535741349,0.6130335943420056
10,TFT17_ShieldTank,8854,4.353173706799187,0.5204427377456516
10,TFT17_SonaUniqueTrait,2847,3.9894625922023184,0.585528626624517
10,TFT17_SpaceGroove,7328,4.240174672489083,0.5397106986899564
10,TFT17_Stargazer_Fountain,323,4.7027863777089784,0.46439628482972134
10,TFT17_Stargazer_Huntress,189,4.98941798941799,0.3862433862433862
10,TFT17_Stargazer_Medallion,327,4.681957186544342,0.43425076452599387
10,TFT17_Stargazer_Mountain,508,4.301181102362205,0.5334645669291339
10,TFT17_Stargazer_Serpent,477,4.423480083857442,0.5157232704402516
10,TFT17_Stargazer_Shield,395,4.255696202531645,0.549367088607595
10,TFT17_Stargazer_Wolf,347,4.510086455331412,0.4956772334293948
10,TFT17_SummonTrait,3743,4.368688218006946,0.5193694897141331
10,TFT17_TahmKenchUniqueTrait,5132,4.3815276695245515,0.5226032735775527
10,TFT17_Timebreaker,4935,4.500911854103343,0.5116514690982776
10,TFT17_VexUniqueTrait,2805,4.161497326203208,0.5454545454545454
10,TFT17_ZedUniqueTrait,329,3.930091185410334,0.5866261398176292
11,TFT17_ADMIN,366,4.666666666666667,0.4644808743169399
11,TFT17_APTrait,522,4.605363984674329,0.4731800766283525
11,TFT17_ASTrait,723,4.6846473029045645,0.4730290456431535
11,TFT17_AnimaSquad,66,5.5606060606060606,0.3484848484848485
11,TFT17_AssassinTrait,755,4.550993377483444,0.49271523178807947
11,TFT17_Astronaut,593,4.586846543001687,0.4974704890387858
11,TFT17_BlitzcrankUniqueTrait,1835,3.976566757493188,0.5912806539509536
11,TFT17_DRX,1924,4.575363825363826,0.4812889812889813
11,TFT17_DarkStar,1686,4.216488730723606,0.5521945432977462
11,TFT17_Fateweaver,623,4.619582664526485,0.492776886035313
11,TFT17_FioraUniqueTrait,913,4.1544359255202625,0.5640744797371303
11,TFT17_FlexTrait,1844,4.276030368763558,0.5493492407809111
11,TFT17_GravesTrait,659,4.338391502276176,0.5189681335356601
11,TFT17_HPTank,1972,4.587728194726166,0.4776876267748479
11,TFT17_JhinUniqueTrait,959,3.843587069864442,0.6100104275286757
11,TFT17_ManaTrait,1228,4.134364820846906,0.5716612377850163
11,TFT17_Mecha,73,4.136986301369863,0.5342465753424658
11,TFT17_MeleeTrait,1232,4.400162337662338,0.5186688311688312
11,TFT17_MissFortuneUniqueTrait,269,5.12639405204461,0.40892193308550184
11,TFT17_MorganaUniqueTrait,558,3.953405017921147,0.5985663082437276
11,TFT17_Primordian,138,4.536231884057971,0.5362318840579711
11,TFT17_PsyOps,748,4.372994652406417,0.5347593582887701
11,TFT17_RangedTrait,729,4.480109739368999,0.4883401920438957
11,TFT17_ResistTank,2178,4.488980716253444,0.49770431588613406
11,TFT17_RhaastUniqueTrait,1855,4.084636118598382,0.5789757412398921
11,TFT17_ShenUniqueTrait,1015,4.004926108374384,0.5911330049261084
11,TFT17_ShieldTank,2567,4.253213868328788,0.5383716400467472
11,TFT17_SonaUniqueTrait,1016,3.87007874015748,0.6171259842519685
11,TFT17_SpaceGroove,2389,4.294265383005442,0.5316031812473838
11,TFT17_Stargazer_Fountain,114,4.894736842105263,0.39473684210526316
11,TFT17_Stargazer_Huntress,91,4.725274725274725,0.4835164835164835
11,TFT17_Stargazer_Medallion,71,4.338028169014085,0.5070422535211268
11,TFT17_Stargazer_Mountain,139,4.122302158273381,0.5539568345323741
11,TFT17_Stargazer_Serpent,174,4.574712643678161,0.4827586206896552
11,TFT17_Stargazer_Shield,70,4.8428571428571425,0.44285714285714284
11,TFT17_Stargazer_Wolf,124,4.725806451612903,0.43548387096774194
11,TFT17_SummonTrait,1209,4.198511166253102,0.5583126550868487
11,TFT17_TahmKenchUniqueTrait,1432,4.511173184357542,0.49022346368715086
11,TFT17_Timebreaker,831,4.563176895306859,0.48856799037304455
11,TFT17_VexUniqueTrait,824,3.9975728155339807,0.5813106796116505
11,TFT17_ZedUniqueTrait,67,3.8507462686567164,0.582089552238806
